! '':4
! -rrb-:60
! .:6
! </s>:1518
!! -rrb-:3
!! -rsb-:1
!! .:4
!! </s>:132
!!! '':1
!!! -rrb-:2
!!! .:5
!!! </s>:82
!!!! 2:1
!!!! a:1
!!!! being:1
!!!! did:1
!!!! easy:2
!!!! finally:1
!!!! i:2
!!!! idk:1
!!!! instead:1
!!!! its:1
!!!! more:1
!!!! ok:1
!!!! purchased:1
!!!! so:1
!!!! the:1
!!!! this:5
!!!! very:1
!!!! way:1
!!!! what:1
!!!!! amazing:1
!!!!! and:1
!!!!! believe:1
!!!!! everything:1
!!!!! i:3
!!!!! no:1
!!!!! these:2
!!!!! this:1
!!!!!! as:1
!!!!!! i:2
!!!!!! love:1
!!!!!!! everything:1
!!!!!!! first:1
!!!!!!! i:1
!!!!!!!!!!! would:1
!!!!!!!!!!!!!!!!!! moreeven:1
!!!!!?????? i:1
!!!???? the:1
!? '':1
!? -rrb-:1
!? </s>:1
# !!!!:1
# $:1
# ':1
# .:1
# /:1
# 1:7
# 10:1
# 12:2
# 2:3
# 3:4
# wow:1
### gt:1
creative ,:2
creative .:1
creative and:1
creative license:1
creative manner:1
creative moment:1
creative sound:1
creative testing:1
creative when:1
creative with:3
creativity .:2
creator 5:1
creator 6:2
creator le:2
creature .:1
credit -:1
credit .:1
credit card:6
credit cards:4
credit for:1
credit my:1
credit never:1
creek .:1
creekside and:1
creep back:1
creep in:1
creep into:1
creeps in:1
creepy cables:1
crescendo -:1
crew for:2
crew on:1
cricial element:1
cricket noises:1
crickets -rrb-:1
crikey ,:1
crime and:1
crimp ,:1
crimp or:1
crimp you:1
crimped portion:1
crimson/fripp styles:1
cringe at:1
crisp ,:8
crisp -:1
crisp .:9
crisp and:4
crisp as:2
crisp bass:1
crisp clean:1
crisp clear:1
crisp corner:1
crisp crunch:1
crisp deplication:1
crisp for:1
crisp high:1
crisp highs:2
crisp mid:1
crisp on:1
crisp recording:1
crisp ring:1
crisp sound:2
crisp tone:2
crisp with:1
crisp.the gauge:1
crispening up:1
crisper than:1
crisper tone:1
crispy tele:1
criss cross:1
criteria ,:1
criteria .:1
criteria except:1
critical about:1
critical and:1
critical applications:1
critical components:1
critical ear:1
critical guitar:1
critical here:1
critical in:1
critical of:2
critical piece:1
critical plastic:1
critical review:1
critical when:1
critical.some danelectro:1
critical.the good:1
criticism .:1
criticism ::1
criticism is:1
criticism of:1
criticism would:1
criticisms ,:1
criticisms i:1
criticize this:1
critics and:1
critique of:1
critique with:1
critique would:1
crome ,:1
crooked -lrb-:1
crooked .:4
crooked because:1
crooked fingertips.since:1
crooked or:1
crooked so:1
cross between:1
cross our:1
cross pattern:1
cross the:1
cross thread:1
cross threading:1
crossed into:1
crossed.i have:1
crossfades ,:1
crossing fingers:1
crossing my:1
crossing point:1
crossover between:1
crossover cable:1
crowd .:2
crowd ca:1
crowd deaf:1
crowd instead:1
crowd is:1
crowded -rrb-:1
crowded conditions:1
crowded pedalboards:1
crowded rig:1
crowded van:1
crowding i:1
crowds ,:1
crowds .:1
crowds love:1
crown `:1
crown amplifiers:1
crown amps:1
crowns ,:1
crucial .:1
crucial to:1
crud ,:1
crud and:1
crud on:5
cruddy cables:1
crue or:1
cruise in:1
cruise ship:1
crumble apart:1
crumble.the only:1
crumbled .:1
crumbling that:1
crummy bypass:1
crummy products:1
crunch &:1
crunch &#34;:1
crunch '':2
crunch ,:4
crunch .:7
crunch and:3
crunch box:1
crunch but:1
crunch button:1
crunch by:1
crunch channel:1
crunch distortion:11
crunch due:1
crunch from:1
crunch is:1
crunch one:1
crunch out:1
crunch pedal:1
crunch sound:1
crunch switch:1
crunch to:1
crunch tone:1
crunch tones:1
crunch with:1
crunch without:1
crunch.built well:1
crunchbox -lrb-:1
crunchbox clone:1
crunchbox or:1
crunchy ,:1
crunchy .:1
crunchy amp:1
crunchy and:1
crunchy as:1
crunchy tube:1
crush amp:1
crush because:1
crush them:1
crushes paper:1
crushing or:1
crushing your:1
crutch and:1
crutches and:1
cruz soundcard:1
cry ,:1
cry baby:7
cry from:1
crybaby '':2
crybaby ,:1
crybaby .:1
crybaby 535q:1
crybaby and:1
crybaby being:1
crybaby gcb-95:1
crybaby in:1
crybaby is:3
crybaby that:1
crybaby wah:3
crybaby you:1
cryptic -rrb-:1
crystal clean:1
crystal clear:4
crystal good:1
crystal-clear ,:1
cs-3 -lrb-:1
cs-3 .:1
cs-3 and:1
cs-3 compression:1
cs-3 is:1
cs-356 custom:1
cs3 but:1
cs3 is:1
cs400 compressor:1
cs400 does:1
cs400 is:1
cs400 shines:1
cs400 will:1
ct100 cable:1
ct100 is:1
ct440 ,:1
cts and:1
cts pots:1
cts split-shaft:1
cuban guitar:1
cubase ,:2
cubase .:1
cubase 5:1
cubase and:2
cubase crashed:1
cubase does:1
cubase is:1
cubase le:1
cubase le6:2
cubase or:1
cubase software:1
cubase strictly:1
cubase that:1
cubase there:1
cubby hole:1
cube ,:2
cube -rrb-:1
cube .:1
cube ...:1
cube /:1
cube 20:1
cube 60:1
cube also:1
cube and:2
cube street:1
cubes that:1
culprit -rrb-:1
cumbersome ,:2
cumbersome .:2
cumbersome and:2
cumbersome in:1
cumbersome loop:1
cumbersome music:1
cumbersome to:3
cup ,:1
cup /:1
cup adjustment:1
cup and:1
cup does:1
cup is:1
cup issue:1
cup mounts:1
cup of:4
cup that:1
cups ,:1
cups -rrb-:1
cups .:2
cups and:2
cups are:1
cure for:1
cured the:1
curiosity and:1
curiosity did:1
curious ,:4
curious about:1
curious as:1
curious for:1
curious how:1
curious to:2
curl ,:1
curl up:1
curly cable:2
currency is:1
current &#34;:1
current ,:2
current amp:1
current band:1
current capacity:1
current draw:1
current drop:1
current dunlop:1
current in:1
current monitors:1
current music:1
current needed:1
current on:1
current one:1
current price:4
current selected:1
current set:1
current set-up:1
current setup:1
current standard:1
current string:1
current strings:2
current tones:1
current track:1
current ultimate:1
current version:1
currently -rrb-:1
currently .:1
currently around:1
currently being:2
currently cheaper:1
currently featured:1
currently for:1
currently have:6
currently host:1
currently i:1
currently in.b:1
currently loving:1
currently my:2
currently on:1
currently overseas:1
currently own:4
currently own.a:1
currently play:1
currently playing:1
currently plugged:1
currently priced:1
currently require:1
currently selected:1
currently selling:1
currently the:1
currently they:1
currently using:5
currently working:1
currenty use:1
curse you:1
curt mangan:2
curtain with:1
curvatures in:1
curve ':1
curve '':1
curve ,:1
curve --:1
curve .:2
curve and:2
curve downward:1
curve getting:1
curve is:3
curve just:1
curve of:2
curve on:1
curve out:1
curve portions:1
curve that:1
curve to:1
curved ,:1
curved and:1
curved design:1
curved display:2
curved edge:1
curved headstock:1
curved neck:1
curved radius:1
curved to:1
curves out:1
cushin /:1
cushined for:1
cushion -:1
cushion actually:1
cushion along:1
cushion at:1
cushion has:1
cushion on:1
cushion so:1
cushion the:1
cushion with:1
cushioned .:1
cushioned neck:1
cushioning ,:1
cushioning .:1
cushioning between:1
cushioning inside:2
cushioning is:2
cushions affecting:1
cusioned and:1
cussion .:1
custom ,:1
custom -rrb-:1
custom 24:1
custom badass:1
custom cabinet:1
custom cable:1
custom comp:8
custom control:2
custom fender:1
custom fit:2
custom fr:1
custom grahic:1
custom ii:1
custom jazz:1
custom length:1
custom lengths:1
custom les:2
custom light:5
custom lights:5
custom like:1
custom made:3
custom mapped:1
custom patches:1
custom power:1
custom pro:1
custom proand:1
custom revival:1
custom s-type:1
custom settings:2
custom shop:4
custom sound:1
custom sounds:1
custom strat:2
custom telecaster:1
custom tunes:1
custom vintage:1
custom with:3
custom years:1
custom-made pedalboard:1
custom/boogie combination:1
customer !:1
customer 's:2
customer ,:2
customer -rrb-:1
customer .:2
customer and:1
customer because:2
customer by:1
customer for:2
customer from:1
customer liked:1
customer more:1
customer pics.it:1
customer reviews:1
customer service:20
customer service.the:1
customer support:1
customer testimony:1
customer!please check:1
customer-provided photo:1
customer-supplied images:1
customer-supplied photos:1
customer.the larger:1
customers .:1
customers both:1
customers can:1
customers could:1
customers if:1
customers like:2
customers want:1
customers with:1
customizable .:1
customizable so:1
customization is:1
customize everything.recommended:1
customize it:1
customize my:1
customize the:2
customize this:1
customize your:1
customized a:1
customized by:1
customized effects:1
customized fender:1
customizing patches:1
customizing the:1
customizing tones:1
customs .:1
customs ...:1
cut &:1
cut &#34;:1
cut '':1
cut ,:2
cut -rrb-:2
cut .:1
cut a:3
cut above:3
cut and:5
cut at:1
cut away:1
cut board:1
cut by:1
cut capo:2
cut corners:4
cut cost:1
cut dolphin:1
cut down:5
cut elixir:1
cut excess:1
cut higher:1
cut highs:1
cut in:2
cut into:5
cut it:7
cut like:1
cut lose:1
cut me:2
cut much:1
cut my:1
cut myself:1
cut new:1
cut nips:1
cut nut:1
cut of:2
cut off:1
cut offs:1
cut on:1
cut out:7
cut pads:1
cut picks:1
cut slots:1
cut so:1
cut some:1
cut strings:1
cut switch.if:1
cut that:1
cut the:19
cut them:5
cut these:2
cut though:1
cut through:10
cut to:3
cut toggle:1
cut ukulele:1
cut up:1
cut was:1
cut with:1
cut-away design:1
cut-out .:1
cutaway and:1
cutaway electric/acoustic:1
cutaway fits:1
cutaway guitar:1
cutaway.i periodically:1
cute '':1
cute ,:1
cute -lrb-:1
cute and:2
cute babes:1
cute guitar:1
cute idea:1
cute little:2
cuticle ,:1
cutie and:1
cutouts can:1
cutouts which:1
cuts ,:1
cuts .:1
cuts and:1
cuts clean:1
cuts costs:1
cuts down:2
cuts even:1
cuts fine:1
cuts guitar:1
cuts in:1
cuts into:2
cuts like:1
cuts my:1
cuts off:1
cuts on:1
cuts out:3
cuts sound:1
cuts strings:1
cuts the:2
cuts through:2
cuts to:1
cuts your:1
cutter !:2
cutter ,:3
cutter -lrb-:1
cutter .:8
cutter ...:1
cutter all:2
cutter and:7
cutter built:1
cutter closed:1
cutter does:1
cutter feature:1
cutter in:1
cutter is:6
cutter makes:1
cutter on:1
cutter performed:1
cutter snips:1
cutter to:2
cutter was:3
cutter which:1
cutter worked:1
cutter works:2
cutter3 -rrb-:1
cutters ,:1
cutters .:1
cutters also:1
cutters rip:1
cutters to:1
cutters worked:1
cutters would:1
cutters.highly recommended:1
cutting -lrb-:1
cutting a:1
cutting blades:1
cutting directly:1
cutting even:1
cutting heavy:1
cutting hotel:1
cutting in:1
cutting into:1
cutting it:2
cutting means:1
cutting my:1
cutting off:1
cutting out.note:1
cutting out.one:1
cutting strings:2
cutting that:1
cutting the:3
cutting to:1
cutting up:1
cuz i:1
cuz it:2
cuz its:1
cuz there:1
cuz they:1
cv50 's:1
cvs .:1
cycle !:1
cycle -rrb-:1
cycle through:1
cycles -rrb-:1
cycles .:1
cylinder itself:1
cymbal and:2
cymbal for:1
cymbal it:1
cymbal once:1
cymbal out:1
cymbal pads:1
cymbal pair:1
cymbal seem:1
cymbal stands:1
cymbal surfaces:1
cymbal that:1
cymbal to:1
cymbal tone:1
cymbal would:1
cymbals ,:3
cymbals .:1
cymbals are:1
cymbals for:1
cymbals if:1
cymbals of:1
cymbals that:1
cymbals to:1
cymbalsand set:1
cystal clear:1
d &#34;:1
d &#8217;:3
d ,:8
d -rrb-:2
d 5:1
d addario:1
d and:6
d capos:1
d from:1
d hold:1
d major:1
d more:1
d or:3
d say:1
d setting:1
d steel:1
d string:5
d strings:3
d then:1
d to:1
d tuning:2
d were:1
d' addario:4
d'ad 's:1
d'adario 's:1
d'adario ej36:1
d'adarrio -lrb-:1
d'adarrio strings:2
d'addario 's:14
d'addario ,:10
d'addario -:2
d'addario .:6
d'addario ...:1
d'addario .010:1
d'addario /:1
d'addario 10s:1
d'addario 11:1
d'addario 9.5:1
d'addario 9s:1
d'addario ;:1
d'addario acoustic:2
d'addario actually:1
d'addario and:2
d'addario any:1
d'addario are:3
d'addario before:1
d'addario brand:1
d'addario chromes:1
d'addario classical:1
d'addario color:1
d'addario custom:1
d'addario customer:1
d'addario describes:1
d'addario ej-16:1
d'addario ej-38:1
d'addario ej15-3d:1
d'addario ej16:1
d'addario ej45:1
d'addario exl:1
d'addario exl110:1
d'addario exl110bt:1
d'addario exp:3
d'addario exps:1
d'addario flatwound:1
d'addario folk:1
d'addario for:3
d'addario guitar:1
d'addario has:4
d'addario i:1
d'addario in:1
d'addario instead:1
d'addario is:6
d'addario j-16s:1
d'addario j65:1
d'addario just:1
d'addario light.i:1
d'addario loves:1
d'addario make:2
d'addario makes:4
d'addario man:1
d'addario micro:1
d'addario never:1
d'addario ns:1
d'addario nylon:1
d'addario nyxl:1
d'addario on:2
d'addario or:4
d'addario pbs:1
d'addario phosphor:2
d'addario promises:1
d'addario purchase:1
d'addario pures.also:2
d'addario quality:1
d'addario sells:1
d'addario sets:1
d'addario silk:1
d'addario since:1
d'addario string:1
d'addario strings:33
d'addario to:1
d'addario user:1
d'addario xl:3
d'addarios &:1
d'addarios .:4
d'addarios are:4
d'addarios but:1
d'addarios for:2
d'addarios have:1
d'addarios i:1
d'addarios on:2
d'addarios seem:1
d'addarios sound:1
d'addarios tend:1
d'addrio exp:1
d'andrea pro:1
d'daddarios on:1
d'jango i:1
d-1 distortion:1
d-18 for:1
d-2 overdrive:1
d-28 ,:1
d-30 and:1
d-30s will:1
d-35 ,:1
d-35 .:2
d-35 and:1
d-35 for:1
d-35 sounded:1
d-42 .:1
d-5 chorus:1
d-6 fab:1
d-8 600ms:1
d-8 fab:1
d-g a:1
d. i:1
d.i. and:2
d.i. or:1
d.i. you:1
d/a converters:1
d/l the:1
d10e which:1
d10simply because:1
d112 ,:1
d112 -rrb-:1
d15 m:1
d18 and:1
d2 .:1
d3200 -lrb-:1
d35 acoustic:1
d35 martin:1
d40 is:2
d40 portable:1
d421 ,:1
d5 a:1
d5 and:1
d5 without:1
d5.however i:1
d6 and:1
d88s ,:1
da convertors:1
da-dairy-o man:1
da-nehh-nan !:1
dab fast:1
dab in:1
dab of:2
dabber to:1
dabble in/on:1
dabble with:1
dabs goes:1
dac for:1
dad and:1
dad bought:1
dad next:1
dad one:1
dadaad ,:1
daddario 's:1
daddario ej:1
daddrio medium:1
daddy 's:1
dadgad .:1
dadgad guitarist:1
dah.the strings:1
daily !:1
daily ,:2
daily -rrb-:1
daily .:5
daily and:2
daily basis:2
daily driver:1
daily for:2
daily guitar:1
daily playing:2
daily practice:1
daily ukulele:3
daily use:4
daily without:1
daily work:1
daime ,:1
daisy chain:11
daisy chain.if:1
daisy chained:2
daisy chaining:1
daisy chains:1
daisy chane:1
daisy field:1
daisy-chain &#34;:1
daisychain .:1
daisychain for:1
dale-ish .:1
daley with:1
dallas and:1
damage .:8
damage a:4
damage and:2
damage anything:1
damage but:1
damage even:1
damage finishes:1
damage from:1
damage here:1
damage in:1
damage it:4
damage my:1
damage nor:2
damage on:1
damage one:1
damage or:1
damage skin:1
damage some:2
damage that:1
damage the:15
damage them:2
damage to:13
damage well:1
damage when:2
damage your:4
damage.i have:1
damage.the software:1
damaged ,:1
damaged .:2
damaged a:1
damaged and:3
damaged at:1
damaged because:1
damaged by:1
damaged from:1
damaged my:2
damaged or:2
damaged packaging:1
damaged the:2
damaged.i have:1
damages .:1
damages guitars:1
damages my:1
damaging a:1
damaging it:1
damaging my:3
damaging the:2
damaging their:1
damaging your:2
damn ,:1
damn close:1
damn good:3
damn near:1
damn picks:1
damn sharp:1
damned if:1
damp .:1
damp california:1
damp paper:1
damp sponge:1
damp them:1
dampen it:1
dampen one:1
dampen sound:1
dampen the:2
dampened sound:1
dampening '':1
dampening vibration:1
damper sound:1
damping and:1
damping pads:1
damping that:1
damping the:1
dampit ,:2
dampit -rrb-:1
dampit because:1
dampit but:1
dampit for:1
dampit humidifiers:1
dampit in:2
dampit product:1
dampit to:2
dampit unless:1
dampit was:1
dampits can:1
dan echo:5
dan electrode:2
dan has:1
danaelectro fish:1
dance across:1
dance for:1
dance in:1
dance job:1
dancer then:1
dandy little:1
danelectric had:1
danelectric has:1
danelectric took:1
danelectro 's:1
danelectro ,:1
danelectro -lrb-:1
danelectro .:2
danelectro amp:1
danelectro blt:1
danelectro branded:1
danelectro cool:1
danelectro dan:1
danelectro delivered:1
danelectro effects:6
danelectro fab:7
danelectro fish:1
danelectro has:6
danelectro honeytone:2
danelectro mini:1
danelectro model:1
danelectro offers:5
danelectro pedals:7
danelectro power:1
danelectro seems:1
danelectro sounds:1
danelectro stuff:1
danelectro tuna:1
danelectro wall:1
danelectro which:1
danelectro/fab pedals:1
danelectrode 9v:1
danelectrode has:1
dang close:1
dang far:1
dang things:1
dang this:1
danger but:1
danger of:3
dangerous -rrb-:1
dangled just:1
dangling -lrb-:1
dangling inside:1
dangling just:1
dano cool:4
dano drive:1
dano french:1
dano overdrive:1
dano transparent:1
dare i:1
dare strap:1
dare ya:1
dare you:1
dark ,:3
dark -:1
dark .:3
dark and:2
dark area:1
